trade_id,trade_date,settlement_date,buyer_id,seller_id,instrument_id,quantity,price
T016267,2025-01-07,2025-01-08,PARTY002,PARTY005,STOCK_A,500,10.09
T016268,2025-01-05,2025-01-06,PARTY008,PARTY004,STOCK_B,1000,25.16
T016269,2025-01-04,2025-01-05,PARTY010,PARTY002,STOCK_C,10,56.53
T016270,2025-01-04,2025-01-05,PARTY007,PARTY010,STOCK_A,250,9.62
T016271,2025-01-08,2025-01-09,PARTY004,PARTY007,STOCK_C,1000,52.34
T016272,2025-01-08,2025-01-09,PARTY007,PARTY008,STOCK_C,50,52.51
T016273,2025-01-09,2025-01-10,PARTY010,PARTY002,STOCK_B,1000,25.39
T016274,2025-01-09,2025-01-10,PARTY001,PARTY007,STOCK_D,500,76.88
T016275,2025-01-05,2025-01-06,PARTY003,PARTY009,STOCK_B,1000,24.33
T016276,2025-01-08,2025-01-09,PARTY007,PARTY003,STOCK_C,100,55.32
T016277,2025-01-04,2025-01-05,PARTY002,PARTY008,STOCK_E,50,117.38
T016278,2025-01-08,2025-01-09,PARTY006,PARTY007,STOCK_B,10,25.68
T016279,2025-01-05,2025-01-06,PARTY004,PARTY003,STOCK_A,50,9.99
T016280,2025-01-05,2025-01-06,PARTY008,PARTY002,STOCK_E,1000,117.36
T016281,2025-01-04,2025-01-05,PARTY001,PARTY009,STOCK_A,25,9.98
T016282,2025-01-09,2025-01-10,PARTY008,PARTY002,STOCK_E,10,114.69
T016283,2025-01-08,2025-01-09,PARTY005,PARTY008,STOCK_A,250,9.64
T016284,2025-01-10,2025-01-11,PARTY003,PARTY002,STOCK_E,25,119.34
T016285,2025-01-08,2025-01-09,PARTY006,PARTY009,STOCK_C,1000,56.4
T016286,2025-01-07,2025-01-08,PARTY003,PARTY005,STOCK_B,100,24.83
T016287,2025-01-05,2025-01-06,PARTY004,PARTY001,STOCK_B,25,25.17
T016288,2025-01-02,2025-01-03,PARTY009,PARTY005,STOCK_E,1000,118.08
T016289,2025-01-03,2025-01-04,PARTY002,PARTY003,STOCK_D,10,83.75
T016290,2025-01-10,2025-01-11,PARTY007,PARTY003,STOCK_A,100,9.79
T016291,2025-01-06,2025-01-07,PARTY003,PARTY001,STOCK_B,100,25.85
T016292,2025-01-03,2025-01-04,PARTY009,PARTY004,STOCK_B,50,24.19
T016293,2025-01-06,2025-01-07,PARTY009,PARTY006,STOCK_B,10,25.0
T016294,2025-01-04,2025-01-05,PARTY007,PARTY010,STOCK_B,1000,23.95
T016295,2025-01-07,2025-01-08,PARTY007,PARTY009,STOCK_A,250,10.46
T016296,2025-01-02,2025-01-03,PARTY002,PARTY004,STOCK_C,250,56.9
T016297,2025-01-06,2025-01-07,PARTY002,PARTY009,STOCK_A,500,9.85
T016298,2025-01-06,2025-01-07,PARTY004,PARTY008,STOCK_A,250,10.09
T016299,2025-01-09,2025-01-10,PARTY009,PARTY004,STOCK_A,50,9.66
T016300,2025-01-06,2025-01-07,PARTY010,PARTY004,STOCK_D,500,77.12
T016301,2025-01-11,2025-01-12,PARTY010,PARTY006,STOCK_A,1000,10.08
T016302,2025-01-03,2025-01-04,PARTY004,PARTY003,STOCK_A,50,10.02
T016303,2025-01-05,2025-01-06,PARTY008,PARTY005,STOCK_E,50,120.18
T016304,2025-01-06,2025-01-07,PARTY009,PARTY003,STOCK_D,100,81.12
T016305,2025-01-04,2025-01-05,PARTY004,PARTY005,STOCK_D,250,77.64
T016306,2025-01-02,2025-01-03,PARTY010,PARTY002,STOCK_C,500,54.81
T016307,2025-01-02,2025-01-03,PARTY001,PARTY010,STOCK_A,250,9.58
T016308,2025-01-07,2025-01-08,PARTY008,PARTY004,STOCK_D,500,80.28
T016309,2025-01-03,2025-01-04,PARTY001,PARTY007,STOCK_D,100,81.79
T016310,2025-01-05,2025-01-06,PARTY004,PARTY010,STOCK_A,100,9.88
T016311,2025-01-04,2025-01-05,PARTY006,PARTY008,STOCK_D,10,78.74
T016312,2025-01-07,2025-01-08,PARTY004,PARTY006,STOCK_B,50,24.36
T016313,2025-01-08,2025-01-09,PARTY006,PARTY001,STOCK_B,1000,24.81
T016314,2025-01-03,2025-01-04,PARTY006,PARTY004,STOCK_C,500,53.98
T016315,2025-01-09,2025-01-10,PARTY005,PARTY001,STOCK_C,50,55.43
T016316,2025-01-04,2025-01-05,PARTY008,PARTY002,STOCK_A,10,10.16
T016317,2025-01-05,2025-01-06,PARTY008,PARTY001,STOCK_E,100,125.82
T016318,2025-01-10,2025-01-11,PARTY001,PARTY006,STOCK_A,500,10.26
T016319,2025-01-08,2025-01-09,PARTY006,PARTY008,STOCK_D,25,80.38
T016320,2025-01-07,2025-01-08,PARTY007,PARTY005,STOCK_E,250,114.68
T016321,2025-01-02,2025-01-03,PARTY002,PARTY004,STOCK_C,500,53.58
T016322,2025-01-02,2025-01-03,PARTY006,PARTY004,STOCK_B,1000,26.08
T016323,2025-01-07,2025-01-08,PARTY010,PARTY007,STOCK_B,1000,24.79
T016324,2025-01-06,2025-01-07,PARTY001,PARTY004,STOCK_C,50,56.16
T016325,2025-01-03,2025-01-04,PARTY008,PARTY002,STOCK_E,50,120.83
T016326,2025-01-07,2025-01-08,PARTY003,PARTY010,STOCK_B,500,26.03
T016327,2025-01-07,2025-01-08,PARTY004,PARTY005,STOCK_E,250,118.93
T016328,2025-01-03,2025-01-04,PARTY001,PARTY007,STOCK_B,250,24.06
T016329,2025-01-09,2025-01-10,PARTY006,PARTY004,STOCK_C,1000,55.37
T016330,2025-01-07,2025-01-08,PARTY009,PARTY008,STOCK_C,100,54.81
T016331,2025-01-06,2025-01-07,PARTY005,PARTY004,STOCK_D,25,77.26
T016332,2025-01-04,2025-01-05,PARTY006,PARTY001,STOCK_B,25,25.48
T016333,2025-01-06,2025-01-07,PARTY007,PARTY009,STOCK_D,250,83.26
T016334,2025-01-03,2025-01-04,PARTY008,PARTY004,STOCK_B,25,25.78
T016335,2025-01-07,2025-01-08,PARTY008,PARTY002,STOCK_A,50,9.58
T016336,2025-01-09,2025-01-10,PARTY004,PARTY006,STOCK_D,100,79.73
T016337,2025-01-06,2025-01-07,PARTY003,PARTY008,STOCK_C,250,54.79
T016338,2025-01-10,2025-01-11,PARTY005,PARTY004,STOCK_D,1000,77.41
T016339,2025-01-03,2025-01-04,PARTY008,PARTY002,STOCK_A,10,10.38
T016340,2025-01-04,2025-01-05,PARTY004,PARTY001,STOCK_E,10,120.68
T016341,2025-01-09,2025-01-10,PARTY003,PARTY008,STOCK_A,500,10.16
T016342,2025-01-05,2025-01-06,PARTY005,PARTY008,STOCK_B,1000,26.08
T016343,2025-01-03,2025-01-04,PARTY008,PARTY010,STOCK_E,10,116.18
T016344,2025-01-08,2025-01-09,PARTY008,PARTY004,STOCK_E,1000,125.0
T016345,2025-01-05,2025-01-06,PARTY007,PARTY008,STOCK_E,10,122.68
T016346,2025-01-10,2025-01-11,PARTY008,PARTY001,STOCK_A,10,10.39
T016347,2025-01-06,2025-01-07,PARTY006,PARTY004,STOCK_E,500,120.37
T016348,2025-01-04,2025-01-05,PARTY003,PARTY002,STOCK_E,100,124.3
T016349,2025-01-02,2025-01-03,PARTY003,PARTY010,STOCK_B,25,23.94
T016350,2025-01-06,2025-01-07,PARTY004,PARTY001,STOCK_B,50,26.13
T016351,2025-01-11,2025-01-12,PARTY001,PARTY003,STOCK_E,10,120.16
T016352,2025-01-02,2025-01-03,PARTY003,PARTY002,STOCK_A,50,9.56
T016353,2025-01-04,2025-01-05,PARTY006,PARTY004,STOCK_E,10,115.98
T016354,2025-01-02,2025-01-03,PARTY005,PARTY006,STOCK_D,500,80.56
T016355,2025-01-11,2025-01-12,PARTY006,PARTY007,STOCK_E,25,122.31
T016356,2025-01-08,2025-01-09,PARTY006,PARTY005,STOCK_C,50,57.17
T016357,2025-01-04,2025-01-05,PARTY002,PARTY010,STOCK_A,250,10.21
T016358,2025-01-07,2025-01-08,PARTY010,PARTY006,STOCK_C,1000,53.71
T016359,2025-01-08,2025-01-09,PARTY004,PARTY006,STOCK_E,100,114.76
T016360,2025-01-05,2025-01-06,PARTY003,PARTY007,STOCK_A,100,10.16
T016361,2025-01-10,2025-01-11,PARTY002,PARTY001,STOCK_E,250,120.01
T016362,2025-01-07,2025-01-08,PARTY003,PARTY009,STOCK_D,10,80.83
T016363,2025-01-10,2025-01-11,PARTY009,PARTY001,STOCK_B,50,25.92
T016364,2025-01-04,2025-01-05,PARTY008,PARTY005,STOCK_B,50,23.95
T016365,2025-01-10,2025-01-11,PARTY005,PARTY003,STOCK_C,25,57.37
T016366,2025-01-02,2025-01-03,PARTY005,PARTY010,STOCK_A,1000,10.28
T016367,2025-01-06,2025-01-07,PARTY009,PARTY006,STOCK_B,250,25.46
T016368,2025-01-10,2025-01-11,PARTY004,PARTY002,STOCK_E,50,121.1
T016369,2025-01-06,2025-01-07,PARTY010,PARTY004,STOCK_C,100,53.47
T016370,2025-01-09,2025-01-10,PARTY003,PARTY007,STOCK_D,100,77.57
T016371,2025-01-08,2025-01-09,PARTY004,PARTY010,STOCK_C,50,55.75
T016372,2025-01-08,2025-01-09,PARTY002,PARTY001,STOCK_E,10,118.64
T016373,2025-01-06,2025-01-07,PARTY003,PARTY007,STOCK_E,100,124.2
T016374,2025-01-09,2025-01-10,PARTY008,PARTY003,STOCK_D,25,78.74
T016375,2025-01-09,2025-01-10,PARTY007,PARTY003,STOCK_B,250,26.04
T016376,2025-01-09,2025-01-10,PARTY009,PARTY003,STOCK_C,250,55.58
T016377,2025-01-03,2025-01-04,PARTY009,PARTY003,STOCK_C,50,57.44
T016378,2025-01-07,2025-01-08,PARTY004,PARTY009,STOCK_B,50,25.68
T016379,2025-01-02,2025-01-03,PARTY001,PARTY004,STOCK_E,250,124.91
T016380,2025-01-11,2025-01-12,PARTY006,PARTY003,STOCK_E,10,120.0
T016381,2025-01-02,2025-01-03,PARTY008,PARTY009,STOCK_A,250,10.02
T016382,2025-01-07,2025-01-08,PARTY009,PARTY006,STOCK_E,500,122.26
T016383,2025-01-04,2025-01-05,PARTY003,PARTY009,STOCK_E,500,116.47
T016384,2025-01-08,2025-01-09,PARTY003,PARTY007,STOCK_C,250,52.76
T016385,2025-01-07,2025-01-08,PARTY005,PARTY004,STOCK_C,250,56.27
T016386,2025-01-08,2025-01-09,PARTY008,PARTY001,STOCK_E,1000,121.94
T016387,2025-01-05,2025-01-06,PARTY009,PARTY004,STOCK_E,10,122.02
T016388,2025-01-04,2025-01-05,PARTY009,PARTY002,STOCK_A,10,9.61
T016389,2025-01-02,2025-01-03,PARTY002,PARTY005,STOCK_E,500,121.78
T016390,2025-01-07,2025-01-08,PARTY003,PARTY001,STOCK_D,25,78.72
T016391,2025-01-04,2025-01-05,PARTY005,PARTY004,STOCK_C,50,52.42
T016392,2025-01-10,2025-01-11,PARTY010,PARTY001,STOCK_B,10,24.88
T016393,2025-01-09,2025-01-10,PARTY003,PARTY001,STOCK_D,50,82.87
T016394,2025-01-09,2025-01-10,PARTY003,PARTY004,STOCK_D,100,81.24
T016395,2025-01-05,2025-01-06,PARTY010,PARTY002,STOCK_A,100,9.68
T016396,2025-01-10,2025-01-11,PARTY004,PARTY009,STOCK_C,10,55.43
T016397,2025-01-10,2025-01-11,PARTY003,PARTY010,STOCK_D,10,82.18
T016398,2025-01-06,2025-01-07,PARTY009,PARTY006,STOCK_E,50,121.29
T016399,2025-01-10,2025-01-11,PARTY010,PARTY008,STOCK_E,100,115.81
T016400,2025-01-08,2025-01-09,PARTY002,PARTY008,STOCK_E,100,122.9
T016401,2025-01-03,2025-01-04,PARTY007,PARTY010,STOCK_D,500,79.97
T016402,2025-01-07,2025-01-08,PARTY005,PARTY002,STOCK_A,250,9.79
T016403,2025-01-09,2025-01-10,PARTY007,PARTY003,STOCK_E,100,121.87
T016404,2025-01-11,2025-01-12,PARTY005,PARTY009,STOCK_E,10,118.87
T016405,2025-01-03,2025-01-04,PARTY008,PARTY002,STOCK_A,25,10.2
T016406,2025-01-09,2025-01-10,PARTY007,PARTY004,STOCK_A,250,10.31
T016407,2025-01-03,2025-01-04,PARTY006,PARTY009,STOCK_B,500,23.78
T016408,2025-01-07,2025-01-08,PARTY003,PARTY005,STOCK_A,250,9.6
T016409,2025-01-06,2025-01-07,PARTY004,PARTY009,STOCK_C,1000,57.44
T016410,2025-01-09,2025-01-10,PARTY005,PARTY008,STOCK_D,1000,79.0
T016411,2025-01-07,2025-01-08,PARTY005,PARTY003,STOCK_A,250,10.03
T016412,2025-01-08,2025-01-09,PARTY007,PARTY005,STOCK_C,1000,52.58
T016413,2025-01-02,2025-01-03,PARTY008,PARTY004,STOCK_A,250,10.48
T016414,2025-01-06,2025-01-07,PARTY005,PARTY003,STOCK_A,10,9.66
T016415,2025-01-02,2025-01-03,PARTY010,PARTY001,STOCK_A,100,9.97
T016416,2025-01-06,2025-01-07,PARTY004,PARTY008,STOCK_A,250,9.73
T016417,2025-01-05,2025-01-06,PARTY009,PARTY006,STOCK_E,1000,115.53
T016418,2025-01-02,2025-01-03,PARTY007,PARTY010,STOCK_C,250,57.6
T016419,2025-01-11,2025-01-12,PARTY004,PARTY010,STOCK_A,500,9.7
T016420,2025-01-04,2025-01-05,PARTY005,PARTY008,STOCK_B,500,24.43
T016421,2025-01-02,2025-01-03,PARTY003,PARTY002,STOCK_D,1000,82.29
T016422,2025-01-02,2025-01-03,PARTY003,PARTY007,STOCK_B,250,26.24
T016423,2025-01-05,2025-01-06,PARTY007,PARTY009,STOCK_D,250,76.8
T016424,2025-01-02,2025-01-03,PARTY010,PARTY003,STOCK_B,1000,26.21
T016425,2025-01-10,2025-01-11,PARTY010,PARTY007,STOCK_E,50,120.09
T016426,2025-01-04,2025-01-05,PARTY006,PARTY002,STOCK_D,500,78.25
T016427,2025-01-03,2025-01-04,PARTY005,PARTY007,STOCK_C,250,56.59
T016428,2025-01-04,2025-01-05,PARTY006,PARTY004,STOCK_C,100,52.3
T016429,2025-01-10,2025-01-11,PARTY002,PARTY003,STOCK_E,50,115.66
T016430,2025-01-08,2025-01-09,PARTY002,PARTY005,STOCK_D,1000,79.51
T016431,2025-01-05,2025-01-06,PARTY005,PARTY003,STOCK_C,50,56.84
T016432,2025-01-03,2025-01-04,PARTY003,PARTY007,STOCK_B,500,24.7
T016433,2025-01-07,2025-01-08,PARTY009,PARTY007,STOCK_C,1000,57.55
T016434,2025-01-05,2025-01-06,PARTY002,PARTY003,STOCK_C,1000,54.3
T016435,2025-01-11,2025-01-12,PARTY004,PARTY003,STOCK_A,1000,10.47
T016436,2025-01-09,2025-01-10,PARTY008,PARTY001,STOCK_E,1000,116.36
T016437,2025-01-07,2025-01-08,PARTY005,PARTY001,STOCK_D,25,78.58
T016438,2025-01-08,2025-01-09,PARTY001,PARTY010,STOCK_C,500,52.75
T016439,2025-01-06,2025-01-07,PARTY006,PARTY005,STOCK_E,25,114.63
T016440,2025-01-05,2025-01-06,PARTY009,PARTY007,STOCK_A,500,9.92
T016441,2025-01-07,2025-01-08,PARTY002,PARTY004,STOCK_E,10,115.58
T016442,2025-01-10,2025-01-11,PARTY005,PARTY001,STOCK_D,100,79.24
T016443,2025-01-05,2025-01-06,PARTY010,PARTY001,STOCK_C,250,57.29
T016444,2025-01-09,2025-01-10,PARTY009,PARTY003,STOCK_C,25,53.32
T016445,2025-01-03,2025-01-04,PARTY007,PARTY001,STOCK_D,1000,81.95
T016446,2025-01-05,2025-01-06,PARTY001,PARTY004,STOCK_C,250,56.72
T016447,2025-01-08,2025-01-09,PARTY007,PARTY010,STOCK_B,500,24.46
T016448,2025-01-08,2025-01-09,PARTY004,PARTY010,STOCK_B,1000,24.46
T016449,2025-01-08,2025-01-09,PARTY007,PARTY002,STOCK_A,100,9.79
T016450,2025-01-11,2025-01-12,PARTY006,PARTY004,STOCK_E,100,118.85
T016451,2025-01-11,2025-01-12,PARTY009,PARTY008,STOCK_D,50,78.27
T016452,2025-01-05,2025-01-06,PARTY002,PARTY004,STOCK_C,50,54.94
T016453,2025-01-07,2025-01-08,PARTY007,PARTY001,STOCK_E,10,114.25
T016454,2025-01-11,2025-01-12,PARTY004,PARTY009,STOCK_D,25,77.45
T016455,2025-01-03,2025-01-04,PARTY005,PARTY002,STOCK_E,250,122.62
T016456,2025-01-02,2025-01-03,PARTY003,PARTY007,STOCK_A,100,10.28
T016457,2025-01-07,2025-01-08,PARTY004,PARTY009,STOCK_B,500,26.21
T016458,2025-01-05,2025-01-06,PARTY006,PARTY001,STOCK_B,1000,23.78
T016459,2025-01-09,2025-01-10,PARTY003,PARTY005,STOCK_E,1000,115.58
T016460,2025-01-09,2025-01-10,PARTY009,PARTY002,STOCK_C,100,55.53
T016461,2025-01-09,2025-01-10,PARTY007,PARTY009,STOCK_A,50,10.07
T016462,2025-01-05,2025-01-06,PARTY009,PARTY007,STOCK_C,250,55.26
T016463,2025-01-09,2025-01-10,PARTY009,PARTY010,STOCK_D,500,82.05
T016464,2025-01-05,2025-01-06,PARTY009,PARTY002,STOCK_B,250,24.42
T016465,2025-01-07,2025-01-08,PARTY008,PARTY007,STOCK_A,500,10.31
T016466,2025-01-06,2025-01-07,PARTY010,PARTY002,STOCK_B,50,24.77
T016467,2025-01-02,2025-01-03,PARTY003,PARTY007,STOCK_E,500,118.58
T016468,2025-01-10,2025-01-11,PARTY002,PARTY008,STOCK_D,50,83.56
T016469,2025-01-03,2025-01-04,PARTY008,PARTY005,STOCK_E,250,114.69
T016470,2025-01-11,2025-01-12,PARTY001,PARTY003,STOCK_B,10,25.46
T016471,2025-01-10,2025-01-11,PARTY008,PARTY010,STOCK_B,25,24.15
T016472,2025-01-02,2025-01-03,PARTY007,PARTY009,STOCK_A,50,9.93
T016473,2025-01-09,2025-01-10,PARTY001,PARTY005,STOCK_A,25,10.01
T016474,2025-01-11,2025-01-12,PARTY002,PARTY005,STOCK_B,10,24.45
T016475,2025-01-09,2025-01-10,PARTY006,PARTY003,STOCK_C,25,56.07
T016476,2025-01-06,2025-01-07,PARTY004,PARTY010,STOCK_D,25,82.76
T016477,2025-01-04,2025-01-05,PARTY003,PARTY004,STOCK_A,100,10.48
T016478,2025-01-07,2025-01-08,PARTY001,PARTY009,STOCK_C,100,56.27
T016479,2025-01-02,2025-01-03,PARTY005,PARTY009,STOCK_E,500,124.55
T016480,2025-01-06,2025-01-07,PARTY002,PARTY004,STOCK_D,50,77.02
T016481,2025-01-10,2025-01-11,PARTY008,PARTY009,STOCK_A,50,10.24
T016482,2025-01-05,2025-01-06,PARTY003,PARTY008,STOCK_E,1000,124.39
T016483,2025-01-08,2025-01-09,PARTY008,PARTY001,STOCK_A,100,10.02
T016484,2025-01-08,2025-01-09,PARTY002,PARTY010,STOCK_A,500,9.77
T016485,2025-01-08,2025-01-09,PARTY003,PARTY004,STOCK_B,10,24.4
T016486,2025-01-09,2025-01-10,PARTY002,PARTY003,STOCK_E,50,115.55
T016487,2025-01-08,2025-01-09,PARTY006,PARTY004,STOCK_B,10,24.73
T016488,2025-01-09,2025-01-10,PARTY008,PARTY004,STOCK_E,1000,122.77
T016489,2025-01-06,2025-01-07,PARTY005,PARTY009,STOCK_C,50,57.52
T016490,2025-01-10,2025-01-11,PARTY003,PARTY007,STOCK_C,25,54.83
T016491,2025-01-09,2025-01-10,PARTY002,PARTY010,STOCK_C,500,53.97
T016492,2025-01-08,2025-01-09,PARTY009,PARTY008,STOCK_D,10,76.13
T016493,2025-01-10,2025-01-11,PARTY005,PARTY010,STOCK_C,50,54.62
T016494,2025-01-10,2025-01-11,PARTY001,PARTY005,STOCK_C,100,54.66
T016495,2025-01-08,2025-01-09,PARTY002,PARTY003,STOCK_C,100,53.82
T016496,2025-01-02,2025-01-03,PARTY006,PARTY010,STOCK_D,25,78.49
T016497,2025-01-04,2025-01-05,PARTY003,PARTY007,STOCK_B,250,24.73
T016498,2025-01-03,2025-01-04,PARTY009,PARTY002,STOCK_D,1000,77.97
T016499,2025-01-06,2025-01-07,PARTY004,PARTY001,STOCK_E,1000,123.3
T016500,2025-01-02,2025-01-03,PARTY003,PARTY001,STOCK_D,250,76.61
T016501,2025-01-05,2025-01-06,PARTY007,PARTY002,STOCK_B,50,25.05
T016502,2025-01-09,2025-01-10,PARTY002,PARTY005,STOCK_D,25,80.49
T016503,2025-01-09,2025-01-10,PARTY003,PARTY006,STOCK_A,1000,10.19
T016504,2025-01-02,2025-01-03,PARTY003,PARTY006,STOCK_B,25,24.39
T016505,2025-01-07,2025-01-08,PARTY001,PARTY006,STOCK_E,10,115.19
T016506,2025-01-10,2025-01-11,PARTY001,PARTY010,STOCK_A,500,10.06
T016507,2025-01-05,2025-01-06,PARTY008,PARTY009,STOCK_B,50,26.16
T016508,2025-01-03,2025-01-04,PARTY008,PARTY005,STOCK_B,25,25.41
T016509,2025-01-08,2025-01-09,PARTY006,PARTY005,STOCK_E,250,118.12
T016510,2025-01-02,2025-01-03,PARTY002,PARTY001,STOCK_B,10,25.63
T016511,2025-01-03,2025-01-04,PARTY004,PARTY005,STOCK_C,10,54.73
T016512,2025-01-03,2025-01-04,PARTY005,PARTY003,STOCK_D,500,82.12
T016513,2025-01-08,2025-01-09,PARTY004,PARTY003,STOCK_D,50,80.53
T016514,2025-01-06,2025-01-07,PARTY009,PARTY008,STOCK_C,50,56.0
T016515,2025-01-07,2025-01-08,PARTY006,PARTY009,STOCK_E,1000,119.37
T016516,2025-01-11,2025-01-12,PARTY010,PARTY007,STOCK_B,25,25.99
T016517,2025-01-10,2025-01-11,PARTY007,PARTY008,STOCK_C,25,55.39
T016518,2025-01-09,2025-01-10,PARTY005,PARTY003,STOCK_B,50,24.53
T016519,2025-01-09,2025-01-10,PARTY006,PARTY004,STOCK_E,500,123.57
T016520,2025-01-08,2025-01-09,PARTY008,PARTY009,STOCK_C,25,54.52
T016521,2025-01-04,2025-01-05,PARTY002,PARTY001,STOCK_B,100,24.32
T016522,2025-01-07,2025-01-08,PARTY009,PARTY002,STOCK_A,100,10.31
T016523,2025-01-11,2025-01-12,PARTY001,PARTY004,STOCK_C,100,56.99
T016524,2025-01-08,2025-01-09,PARTY008,PARTY001,STOCK_D,1000,81.31
T016525,2025-01-02,2025-01-03,PARTY003,PARTY002,STOCK_C,100,57.24
T016526,2025-01-06,2025-01-07,PARTY006,PARTY007,STOCK_A,10,10.15
T016527,2025-01-10,2025-01-11,PARTY003,PARTY005,STOCK_C,500,54.7
T016528,2025-01-11,2025-01-12,PARTY010,PARTY004,STOCK_A,250,9.77
T016529,2025-01-07,2025-01-08,PARTY008,PARTY006,STOCK_C,25,52.73
T016530,2025-01-02,2025-01-03,PARTY007,PARTY009,STOCK_E,25,125.88
T016531,2025-01-09,2025-01-10,PARTY007,PARTY001,STOCK_D,250,79.43
T016532,2025-01-09,2025-01-10,PARTY010,PARTY003,STOCK_E,100,116.9
T016533,2025-01-02,2025-01-03,PARTY009,PARTY003,STOCK_C,1000,56.81
T016534,2025-01-05,2025-01-06,PARTY010,PARTY001,STOCK_A,50,9.77
T016535,2025-01-03,2025-01-04,PARTY007,PARTY009,STOCK_A,50,9.55
T016536,2025-01-11,2025-01-12,PARTY003,PARTY004,STOCK_B,50,23.87
T016537,2025-01-08,2025-01-09,PARTY007,PARTY008,STOCK_A,1000,10.38
T016538,2025-01-08,2025-01-09,PARTY005,PARTY001,STOCK_D,50,79.06
T016539,2025-01-09,2025-01-10,PARTY009,PARTY010,STOCK_D,100,77.61
T016540,2025-01-02,2025-01-03,PARTY001,PARTY005,STOCK_B,10,24.23
T016541,2025-01-09,2025-01-10,PARTY006,PARTY010,STOCK_D,250,76.38
T016542,2025-01-09,2025-01-10,PARTY007,PARTY009,STOCK_D,500,78.82
T016543,2025-01-05,2025-01-06,PARTY002,PARTY005,STOCK_A,25,10.09
T016544,2025-01-10,2025-01-11,PARTY006,PARTY007,STOCK_B,250,24.82
T016545,2025-01-06,2025-01-07,PARTY009,PARTY004,STOCK_E,250,120.06
T016546,2025-01-08,2025-01-09,PARTY002,PARTY003,STOCK_B,250,24.64
T016547,2025-01-06,2025-01-07,PARTY004,PARTY006,STOCK_A,50,9.77
T016548,2025-01-03,2025-01-04,PARTY007,PARTY003,STOCK_C,50,56.15
T016549,2025-01-02,2025-01-03,PARTY009,PARTY002,STOCK_D,1000,81.6
T016550,2025-01-08,2025-01-09,PARTY010,PARTY008,STOCK_D,500,77.19
T016551,2025-01-10,2025-01-11,PARTY009,PARTY008,STOCK_B,100,23.82
T016552,2025-01-03,2025-01-04,PARTY002,PARTY001,STOCK_B,50,26.21
T016553,2025-01-07,2025-01-08,PARTY009,PARTY004,STOCK_E,250,117.93
T016554,2025-01-07,2025-01-08,PARTY009,PARTY001,STOCK_A,10,10.42
T016555,2025-01-11,2025-01-12,PARTY007,PARTY004,STOCK_A,250,9.54
T016556,2025-01-02,2025-01-03,PARTY010,PARTY009,STOCK_D,25,77.58
T016557,2025-01-03,2025-01-04,PARTY007,PARTY008,STOCK_C,250,53.49
T016558,2025-01-09,2025-01-10,PARTY004,PARTY007,STOCK_A,10,9.53
T016559,2025-01-05,2025-01-06,PARTY009,PARTY001,STOCK_A,100,9.6
T016560,2025-01-11,2025-01-12,PARTY006,PARTY010,STOCK_D,25,76.06
T016561,2025-01-11,2025-01-12,PARTY003,PARTY006,STOCK_C,1000,52.92
T016562,2025-01-10,2025-01-11,PARTY010,PARTY003,STOCK_B,50,25.08
T016563,2025-01-04,2025-01-05,PARTY003,PARTY006,STOCK_D,10,78.79
T016564,2025-01-07,2025-01-08,PARTY002,PARTY007,STOCK_A,50,10.39
T016565,2025-01-04,2025-01-05,PARTY009,PARTY006,STOCK_C,250,56.44
T016566,2025-01-07,2025-01-08,PARTY010,PARTY009,STOCK_D,500,76.75
T016567,2025-01-11,2025-01-12,PARTY007,PARTY001,STOCK_B,10,26.2
T016568,2025-01-10,2025-01-11,PARTY007,PARTY010,STOCK_D,1000,83.26
T016569,2025-01-03,2025-01-04,PARTY009,PARTY004,STOCK_E,50,122.67
T016570,2025-01-09,2025-01-10,PARTY006,PARTY003,STOCK_D,500,76.8
T016571,2025-01-11,2025-01-12,PARTY001,PARTY006,STOCK_B,50,23.79
T016572,2025-01-04,2025-01-05,PARTY008,PARTY005,STOCK_D,10,80.89
T016573,2025-01-03,2025-01-04,PARTY007,PARTY005,STOCK_C,25,53.39
T016574,2025-01-09,2025-01-10,PARTY004,PARTY001,STOCK_E,10,114.4
T016575,2025-01-02,2025-01-03,PARTY007,PARTY003,STOCK_E,250,125.43
T016576,2025-01-03,2025-01-04,PARTY004,PARTY001,STOCK_C,10,52.32
T016577,2025-01-06,2025-01-07,PARTY001,PARTY008,STOCK_B,25,24.03
T016578,2025-01-09,2025-01-10,PARTY007,PARTY009,STOCK_B,10,23.87
T016579,2025-01-11,2025-01-12,PARTY002,PARTY008,STOCK_C,100,52.66
T016580,2025-01-11,2025-01-12,PARTY002,PARTY007,STOCK_E,500,118.27
T016581,2025-01-02,2025-01-03,PARTY009,PARTY007,STOCK_D,50,79.13
T016582,2025-01-03,2025-01-04,PARTY010,PARTY005,STOCK_C,1000,53.11
T016583,2025-01-05,2025-01-06,PARTY007,PARTY003,STOCK_A,250,9.51
T016584,2025-01-08,2025-01-09,PARTY002,PARTY008,STOCK_C,50,53.48
T016585,2025-01-06,2025-01-07,PARTY005,PARTY002,STOCK_B,100,24.31
T016586,2025-01-08,2025-01-09,PARTY003,PARTY005,STOCK_D,500,83.76
T016587,2025-01-08,2025-01-09,PARTY004,PARTY006,STOCK_C,250,54.39
T016588,2025-01-04,2025-01-05,PARTY007,PARTY004,STOCK_C,1000,55.7
T016589,2025-01-05,2025-01-06,PARTY006,PARTY003,STOCK_B,100,25.51
